Map,MapIndex,NameSingle,NamePlural,?,Count,Adds,?,?,?,RewardXP,RewardGold,?,?,?,?,?,?,HP,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
19,5,Raptor,Raptors,0,1,0,20,0,0,40,70,4,6,1,36,16,40,200,8,3,2,4,2,3,2,0,3,1,8,0,20,254,20,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,6,Raptor,Raptors,0,1,3,20,0,0,20,50,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,7,Raptor,Raptors,1,2,2,20,0,0,30,60,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,8,Raptor,Raptors,0,2,2,20,0,0,40,70,4,6,1,36,16,40,200,8,3,2,4,2,3,2,0,3,1,8,0,20,254,20,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,9,Raptor,Raptors,0,1,2,20,0,0,20,50,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,10,Raptor,Raptors,1,2,1,20,0,0,30,60,4,5,1,25,14,30,75,6,2,3,5,2,2,3,0,3,0,5,0,19,1,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,11,Raptor,Raptors,0,1,1,20,0,0,40,70,4,6,1,36,16,40,200,8,3,2,4,2,3,2,0,3,1,8,0,20,254,20,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,12,Dire Wolf,Dire Wolves,0,4,2,24,0,30,15,20,3,2,1,16,7,15,18,2,1,0,7,1,2,0,0,2,1,1,0,2,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,13,Dire Wolf,Dire Wolves,1,3,2,21,0,30,18,25,3,2,1,16,7,15,18,2,1,0,7,1,2,0,0,2,1,1,0,2,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,14,Dire Wolf,Dire Wolves,2,3,1,18,0,30,18,25,3,2,1,16,7,15,18,2,1,0,7,1,2,0,0,2,1,1,0,2,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,15,Dire Wolf,Dire Wolves,0,2,1,15,0,30,21,30,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,16,Dire Wolf,Dire Wolves,1,1,3,12,0,30,21,30,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,17,Dire Wolf,Dire Wolves,0,2,2,9,0,30,25,35,3,3,1,25,10,50,30,15,3,2,6,1,4,255,0,2,3,2,0,2,0,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,18,Dire Wolf,Dire Wolves,1,2,2,24,0,30,15,20,3,2,1,16,7,15,18,2,1,0,7,1,2,0,0,2,1,1,0,2,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,19,Dire Wolf,Dire Wolves,2,2,1,21,0,30,18,25,3,2,1,16,7,15,18,2,1,0,7,1,2,0,0,2,1,1,0,2,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,20,Dire Wolf,Dire Wolves,0,1,3,18,0,30,18,25,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,21,Dire Wolf,Dire Wolves,1,2,2,15,0,30,21,30,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,22,Dire Wolf,Dire Wolves,2,1,2,12,0,30,21,30,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,23,Dire Wolf,Dire Wolves,0,1,1,9,0,30,25,35,3,3,1,25,10,50,30,15,3,2,6,1,4,255,0,2,3,2,0,2,0,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,24,Zombie,Zombies,1,1,2,30,0,30,30,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,25,Zombie,Zombies,2,2,1,30,0,30,30,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,26,Skeletal Warrior,Skeletal Warriors,0,2,1,30,0,30,20,30,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,27,Skeletal Warrior,Skeletal Warriors,1,1,1,25,0,30,20,30,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,28,Skeletal Warrior,Skeletal Warriors,2,1,1,20,0,30,20,30,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,29,Large-Un,Large-Uns,1,2,2,50,0,60,80,85,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,11,10,12,4,7
19,30,Large-Un,Large-Uns,2,3,1,40,0,60,80,85,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,11,10,12,4,7
19,31,Bronze Ogre,Bronze Ogres,2,3,1,25,0,60,75,115,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
19,32,Bronze Ogre,Bronze Ogres,2,2,2,25,0,60,75,115,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
19,33,Bronze Ogre,Bronze Ogres,2,1,2,25,0,60,75,115,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
19,34,Cockatrice,Cockatrices,1,3,1,60,35,0,60,125,10,6,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,35,Cockatrice,Cockatrices,0,2,2,50,40,0,75,150,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,36,Cockatrice,Cockatrices,1,1,1,40,45,0,80,175,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
19,37,Nightmare,Nightmares,0,1,1,50,0,0,180,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
19,38,Nightmare,Nightmares,1,1,1,40,0,0,180,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
19,39,Nightmare,Nightmares,0,1,1,30,0,0,200,475,7,3,1,22,15,25,250,0,2,2,6,1,0,0,0,1,0,1,0,1,0,2,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,0,Ornery Gnome Thief,Ornery Gnome Thieves,3,3,3,100,15,30,270,110,2,4,1,23,13,28,160,4,3,4,6,102,0,2,0,83,3,0,0,57,2,1,0,12,3,12,3,8,2,8,2,15,3,7,2,8,3,8,3,6,2,11,3
20,1,Ornery Gnome Thief,Ornery Gnome Thieves,1,3,2,100,18,30,290,130,2,5,1,25,14,38,200,4,3,4,6,102,0,3,0,66,3,0,0,57,2,1,0,12,4,12,4,8,2,8,2,15,3,7,2,8,3,8,3,6,3,11,4
20,2,Ornery Gnome Thief,Ornery Gnome Thieves,2,2,3,100,20,30,290,130,2,5,1,25,14,38,200,4,3,4,6,102,0,3,0,66,3,0,0,57,2,1,0,12,4,12,4,8,2,8,2,15,3,7,2,8,3,8,3,6,3,11,4
20,3,Ornery Gnome Thief,Ornery Gnome Thieves,3,1,2,100,23,30,290,150,2,5,1,25,14,38,200,4,3,4,6,102,0,3,0,66,3,0,0,57,2,1,0,12,4,12,4,8,2,8,2,15,3,7,2,8,3,8,3,6,3,11,4
20,4,Ornery Gremlin Thief,Ornery Gremlin Thieves,0,1,2,110,25,35,290,150,2,2,1,20,8,5,30,0,2,7,8,102,0,1,0,65,1,0,0,101,3,0,0,15,1,15,1,12,1,12,1,8,1,8,1,11,1,11,1,6,1,6,1
20,5,Ornery Gremlin Thief,Ornery Gremlin Thieves,1,2,1,110,25,35,310,150,2,2,1,20,8,5,30,0,2,7,8,102,0,1,0,65,1,0,0,101,3,0,0,15,1,15,1,12,1,12,1,8,1,8,1,11,1,11,1,6,1,6,1
20,6,Ornery Gremlin Thief,Ornery Gremlin Thieves,2,2,0,120,25,35,310,150,2,2,1,20,8,5,30,0,2,7,8,102,0,1,0,65,1,0,0,101,3,0,0,15,1,15,1,12,1,12,1,8,1,8,1,11,1,11,1,6,1,6,1
20,7,Ornery Gremlin Thief,Ornery Gremlin Thieves,3,1,1,130,25,35,350,160,2,2,1,20,8,5,30,0,2,7,8,102,0,1,0,65,1,0,0,101,3,0,0,15,1,15,1,12,1,12,1,8,1,8,1,11,1,11,1,6,1,6,1
20,8,Pincer Cobra,Pincer Cobras,0,3,3,30,0,0,280,215,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
20,9,Pincer Cobra,Pincer Cobras,1,4,2,30,0,0,280,215,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
20,10,Pincer Cobra,Pincer Cobras,1,3,2,20,0,0,300,225,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
20,11,Pincer Cobra,Pincer Cobras,0,2,2,20,0,0,300,225,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
20,12,Nightmare,Nightmares,0,3,2,20,0,25,250,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
20,13,Nightmare,Nightmares,1,2,2,20,0,25,250,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
20,14,Nightmare,Nightmares,0,1,2,15,0,25,275,475,7,3,1,22,15,25,250,0,2,2,6,1,0,0,0,1,0,1,0,1,0,2,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,15,Nightmare,Nightmares,0,3,2,15,0,25,275,475,7,3,1,22,15,25,250,0,2,2,6,1,0,0,0,1,0,1,0,1,0,2,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,16,Minotaur,Minotaurs,1,2,3,50,0,12,245,425,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,17,Minotaur,Minotaurs,0,2,2,45,0,12,250,450,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,18,Minotaur,Minotaurs,1,2,3,45,0,12,250,450,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,19,Minotaur,Minotaurs,0,1,2,40,0,12,260,475,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,20,Spit Spider,Spit Spiders,0,3,2,45,0,0,290,225,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
20,21,Spit Spider,Spit Spiders,1,2,2,40,0,0,290,225,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
20,22,Spit Spider,Spit Spiders,0,1,2,30,0,0,325,250,5,2,1,16,7,16,30,0,1,3,7,3,1,0,0,3,0,255,0,3,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,23,Spit Spider,Spit Spiders,0,2,1,30,0,0,325,250,5,2,1,16,7,16,30,0,1,3,7,3,1,0,0,3,0,255,0,3,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,24,Phantasm,Phantasms,1,1,1,75,50,0,325,250,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
20,25,Lich,Liches,1,1,0,0,75,50,700,5000,7,8,1,70,21,140,900,15,9,0,5,42,255,20,2,42,3,9,0,42,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,26,Polar Bear,Polar Bears,1,3,4,40,0,0,200,200,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
20,27,Gargoyle,Gargoyles,1,3,2,40,35,20,260,710,10,7,1,50,19,320,1000,60,12,0,2,42,0,14,0,42,1,8,2,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,28,Spinorpion,Spinorpions,0,3,3,15,0,0,270,300,5,5,1,36,18,120,400,9,2,2,4,2,4,4,0,13,1,14,0,14,254,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,29,Wind Knight,Wind Knights,0,2,4,40,0,25,280,150,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,30,Silver Ogre,Silver Ogres,1,3,3,30,0,30,290,180,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
20,31,Gold Ogre,Gold Ogres,0,2,1,50,0,30,340,175,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
20,32,Hell Wolf,Hell Wolves,0,2,3,35,25,0,300,340,3,4,1,32,14,100,60,20,4,2,6,1,4,254,0,2,3,2,0,9,0,5,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,33,Hobgoblin,Hobgoblins,0,2,3,50,15,30,275,140,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,34,Shapeshifter,Shapeshifters,0,3,1,50,0,0,300,750,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
20,35,Bronze Ogre,Bronze Ogres,0,4,2,12,0,30,335,150,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
20,36,Mean Dwarf Thief,Mean Dwarf Thieves,0,3,3,130,18,30,340,170,2,8,1,65,19,380,500,16,8,5,6,58,255,18,0,40,3,9,0,101,6,6,0,4,5,6,7,21,5,20,6,1,7,10,7,9,9,3,4,15,10,0,9
20,37,Mean Human Thief,Mean Human Thieves,1,2,2,130,20,30,340,170,2,3,1,20,7,9,40,4,3,8,10,65,1,1,0,115,2,1,0,101,3,0,0,7,1,7,2,7,2,7,2,7,2,11,1,11,1,11,1,11,1,11,1
20,38,Mean Halfling Thief,Mean Halfling Thieves,1,1,3,130,20,30,340,170,2,6,1,40,13,90,225,8,5,5,6,103,4,3,0,67,1,6,0,40,3,2,0,21,3,12,4,8,4,8,4,8,7,7,7,7,5,7,4,20,3,20,1
20,39,Dragon,Dragons,0,1,0,0,50,40,1000,3500,10,6,1,42,20,200,900,9,5,0,3,42,255,25,0,42,0,9,0,12,4,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,0,Tyran,Tyrans,0,3,5,100,0,0,700,875,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,1,Tyran,Tyrans,1,2,4,100,0,0,700,875,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,2,Tyran,Tyrans,1,3,3,100,0,0,700,875,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,3,Tyran,Tyrans,0,2,3,75,0,0,700,875,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,4,Saurion,Saurions,1,3,3,90,25,50,900,1025,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
21,5,Saurion,Saurions,0,4,2,80,25,50,900,1025,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
21,6,Saurion,Saurions,0,3,3,80,25,50,900,1025,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
21,7,Saurion,Saurions,1,3,1,70,25,50,900,1025,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
21,8,Basilisk,Basilisks,0,2,3,120,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,9,Basilisk,Basilisks,0,3,2,120,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,10,Basilisk,Basilisks,0,2,2,120,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,11,Basilisk,Basilisks,1,2,1,140,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,12,Basilisk,Basilisks,1,1,2,140,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,13,Basilisk,Basilisks,1,2,2,140,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,14,Basilisk,Basilisks,0,1,3,120,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,15,Basilisk,Basilisks,0,2,1,120,40,30,1050,1300,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
21,16,Wyvern,Wyverns,1,2,1,80,60,50,500,750,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,17,Wyvern,Wyverns,0,1,2,70,60,50,500,750,10,5,1,31,18,120,600,7,4,2,4,103,255,10,0,103,0,8,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,18,Wyvern,Wyverns,0,2,1,70,60,50,500,750,10,5,1,31,18,120,600,7,4,2,4,103,255,10,0,103,0,8,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,19,Wyvern,Wyverns,1,1,1,65,60,50,500,750,10,5,1,31,18,120,600,7,4,2,4,103,255,10,0,103,0,8,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,20,Wyvern,Wyverns,1,2,0,65,60,50,500,750,10,5,1,31,18,120,600,7,4,2,4,103,255,10,0,103,0,8,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,21,Wyvern,Wyverns,0,1,1,50,60,50,500,750,10,6,1,36,19,160,800,8,5,0,3,42,255,20,0,42,0,8,0,12,4,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,22,Wyvern,Wyverns,0,1,0,50,60,50,500,750,10,6,1,36,19,160,800,8,5,0,3,42,255,20,0,42,0,8,0,12,4,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,23,Wyvern,Wyverns,0,2,0,50,60,50,500,750,10,6,1,36,19,160,800,8,5,0,3,42,255,20,0,42,0,8,0,12,4,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,24,Imp,Imps,1,6,2,10,40,0,380,350,1,5,1,30,13,250,200,16,6,2,3,6,0,2,4,6,1,1,0,6,2,0,0,15,4,8,8,12,4,6,6,1,4,1,2,10,5,20,4,4,4,9,4
21,25,Imp,Imps,0,5,2,10,40,0,380,350,1,5,1,32,14,285,250,20,7,2,3,6,0,4,4,6,1,2,0,6,2,0,0,15,5,8,9,12,5,6,7,1,5,1,3,10,6,20,5,4,5,9,4
21,26,Incubus,Incubi,1,3,3,25,50,0,500,500,1,6,1,45,18,400,600,40,10,0,1,2,0,10,0,2,0,6,0,2,1,4,0,1,6,1,8,4,5,4,6,0,5,6,10,8,11,3,7,20,5,9,6
21,27,Incubus,Incubi,0,3,1,25,50,0,500,500,1,6,1,47,19,460,700,60,11,0,1,2,1,12,0,2,1,7,0,2,2,5,0,1,7,1,9,4,6,4,7,0,5,6,10,8,12,3,7,20,6,9,7
21,28,Phantasm,Phantasms,1,2,3,75,60,0,600,650,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
21,29,Phantasm,Phantasms,1,3,2,75,60,0,600,650,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
21,30,Dragon,Dragons,0,1,2,0,50,35,3500,4750,10,6,1,48,22,300,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,31,Dragon,Dragons,0,2,1,0,50,35,3500,4750,10,6,1,48,22,300,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,32,Dragon,Dragons,0,3,0,0,50,35,3500,4750,10,6,1,48,22,300,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,33,Manticore,Manticores,0,1,3,0,50,35,1300,1800,3,5,1,20,11,100,100,20,2,0,4,1,4,0,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,34,Dragon,Dragons,1,1,1,0,50,35,3500,5000,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,35,Were-Bear,Were-Bears,0,3,2,80,35,25,1000,1250,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
21,36,Were-Minotaur,Were-Minotaurs,1,3,4,0,0,30,900,1050,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,37,Manticore,Manticores,0,4,2,75,40,40,1250,1150,3,5,1,20,11,100,100,20,2,0,4,1,4,0,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
21,38,Guardian of Arnakkian,Guardian of Arnakkian,0,1,0,0,90,60,2000,12500,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
